27,CARD Technique,"<p>&nbsp;CARD (Collaborative Analysis of Requirement and Design) is used to help the Design Team's members better understand each other's backgrounds and work history, as well as brainstorm innovations to improve the current design process.</p>",,"<p>Muller, Michael. &quot;Layered Participatory Analysis: New Developments in the CARD Technique.&quot; <i>CHI.</i> Cambridge, MA. 2001.</p>\r\n",,,,,,,,1311557442,1311557442
28,Classic Ethnography,<p>This method can be used to gain a descriptive understanding of potential customers in settings in which the new product will be employed. This method can also be used to observe and analyze consumers&#39; interactions with the products.</p>\r\n,,,,,,,,,,1311558396,1312280239
29,Close-Ended Questions,"<p>Questions that are used to clarify facts or verify information; responses can be answered with an easy \""yes\"" or \""no\""</p>",,"<ol class=\""references\"">\r\n	<li id=\""cite_note-wikiHow-0\"">\r\n		E., Jonathan, C, Sondra, Krystle, Hewitt, Kristabelle, Zareen, Alyssa L., Dvortygirl, wikiHow user(s) Darth_Pipe, OhioMike, GSN, Flickety, GCohen, Anonymous. &quot;Ask Open Ended Questions.&quot; wikiHow. 10 Feb. 2010. <a class=\""external free\"" href=\""http://www.wikihow.com/index.php?title=Ask-Open-Ended-Questions&amp;action=credits\"" rel=\""nofollow\"" title=\""http://www.wikihow.com/index.php?title=Ask-Open-Ended-Questions&amp;action=credits\"">http://www.wikihow.com/index.php?title=Ask-Open-Ended-Questions&amp;action=credits</a></li>\r\n	<li id=\""cite_note-Heavy_Drinking-1\"">\r\n		Ivis, Frank J., Bondy, Susan J., Adlaf, Edward M. The Effect of Question Structure on Self-Reports of Heavy Drinking: Closed-Ended versus Open-Ended Questions.</li>\r\n</ol>\r\n<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. &quot;Close-ended question.&quot; Wikipedia: The Free Encyclopedia. Wikimedia Foundation. <a class=\""external free\"" href=\""http://en.wikipedia.org/wiki/Closed-ended_question\"" rel=\""nofollow\"" title=\""http://en.wikipedia.org/wiki/Closed-ended_question\"">http://en.wikipedia.org/wiki/Closed-ended_question</a></p>\r\n",,,,,,,,1311839502,1311848963
30,Cognitive Maps,"<p>&nbsp;Cognitive Mapping is a process composed of a series of psychological transformations by which an individual acquires, stores, recalls, and decodes information about the relative locations and attributes of the phenomena in his everyday spatial environment.</p>",,"<ol class=\""references\"">\r\n	<li id=\""cite_note-def-0\"">\r\n		Downs, R. M. &amp; Stea, D. (1973c). Cognitive maps and spatial behaviour: process and products. In R.M. Downs &amp; D. Stea, Eds., Image and Environment. Chicago, IL: Aldine, pp. 8-26.</li>\r\n	<li id=\""cite_note-AA-1\"">\r\n		Downing, F. (1992). image banks--dialogues between the past and the future. Environment and Behaviour, 24(4), 441-470.</li>\r\n	<li id=\""cite_note-AB-2\"">\r\n		Kitchin RM (1994). &quot;Cognitive Maps: What Are They and Why Study Them?&quot;. Journal of Environmental Psychology 14 (1): 1&ndash;19. doi:10.1016/S0272-4944(05)80194-X</li>\r\n</ol>\r\n",,,,,,,,1311839857,1311839882
31,Componential Analysis,<p>&nbsp;Purpose: to organize and represent contrasts discovered through ethnographies and [[Taxonomies]]</p>,"<p>&nbsp;<b>Componential analysis:</b> the systematic search for the attributes (components of meaning) associated with cultural categories. Whenever an ethnographer discovers contrasts among the members of a domain, these contrasts are best thought of as attributes or components of meaning.</p>\r\n","<ol class=\""references\"">\r\n	<li id=\""cite_note-0\"">\r\n		Henning, Jeffery. &quot;Model Languages.&quot; 1 Nov. 1995. Web. 17 Feb. 2010. &lt;<a class=\""external free\"" href=\""http://www.langmaker.com/ml0106a.htm\"" rel=\""nofollow\"" title=\""http://www.langmaker.com/ml0106a.htm\"">http://www.langmaker.com/ml0106a.htm</a>&gt;.</li>\r\n	<li id=\""cite_note-def-1\"">\r\n		Spradley, James P. Participant Observation. Holt, Rinehart and Winston, 1980. <a class=\""external free\"" href=\""http://www.jstor.org/pss/2392270\"" rel=\""nofollow\"" title=\""http://www.jstor.org/pss/2392270\"">http://www.jstor.org/pss/2392270</a></li>\r\n</ol>\r\n",,,,,,,,1311840336,1311840775
32,Photo Diaries,"<p>In this method, participants are asked to take photos of prescribed aspects of their lives, which are then analysed to reveal points of view and patterns of behavior. &nbsp; &nbsp;It's less intrusive, but quite revealing.</p>","<p>&nbsp;</p>\r\n<meta charset=\""utf-8\"" />\r\n<p>The process can be used in the beginning of the design phase to gain insight on how certain objects or other parameters influence a person&#39;s daily life. &nbsp;It&#39;s good for revealing points of view and patterns of behavior. &nbsp;It also allows a longer field study,&nbsp;</p>\r\n",,,,,,,,,1311840670,1311840894
33,Extreme User Interviews,<p>Extreme User Interviews utilize the perspectives of users at opposite ends of the familiarity spectrum. Users who are either extremely familiar or completely unfamiliar with a product are asked to evaluate their experience of using it. (1)</p>,<p>This is most appropriate in the beginning of the design process when trying to evaluate what flaws are apparent in current models of a product.</p>\r\n,<p>(1) &quot;Extreme User Interviews.&quot; IDEO Flashcards.</p>\r\n,,,,,,,,1311840894,1311840975
34,Concept Mapping,"<p>Definition: Concept mapping is a process that involves the identification of concepts in study materials and their organization from the most to the least general, more specific concepts (Novak, 1981, p. 3). Concept maps (CM) have been used as a tool for assessing meaningful learning (e.g. Novak, 1979), as well as in curriculum planning, instruction and evaluation (e.g Stewart et al., 1979).</p>","<p>CM as a tool for designing &amp; structuring curricula; also for helping students better retain information. Concept mapping can be utilized in multiple ways including: lesson planning, study guides, and tutorial outlines.</p>\r\n","<ol class=\""references\"">\r\n	<li id=\""cite_note-0\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.2955&amp;rep=rep1&amp;type=pdf\"" rel=\""nofollow\"" title=\""http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.2955&amp;rep=rep1&amp;type=pdf\"">http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.2955&amp;rep=rep1&amp;type=pdf</a></li>\r\n	<li id=\""cite_note-1\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://www.springerlink.com/content/mp2037k332016908/fulltext.pdf\"" rel=\""nofollow\"" title=\""http://www.springerlink.com/content/mp2037k332016908/fulltext.pdf\"">http://www.springerlink.com/content/mp2037k332016908/fulltext.pdf</a></li>\r\n	<li id=\""cite_note-2\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://ucelinks.cdlib.org:8888/sfx_local?sid=google&amp;auinit=H&amp;aulast=Barenholz&amp;atitle=A+comprehensive+use+of+concept+mapping+in+design+instruction+and+assessment&amp;id=doi:10.1080/0263514920100104&amp;title=Research+in+Science+%26+Technological+Education&amp;volume=10&amp;issue=1&amp;date=1992&amp;spage=37&amp;issn=0263-5143\"" rel=\""nofollow\"" title=\""http://ucelinks.cdlib.org:8888/sfx_local?sid=google&amp;auinit=H&amp;aulast=Barenholz&amp;atitle=A+comprehensive+use+of+concept+mapping+in+design+instruction+and+assessment&amp;id=doi:10.1080/0263514920100104&amp;title=Research+in+Science+%26+Technological+Education&amp;volume=10&amp;issue=1&amp;date=1992&amp;spage=37&amp;issn=0263-5143\"">http://ucelinks.cdlib.org:8888/sfx_local?sid=google&amp;auinit=H&amp;aulast=Barenholz&amp;atitle=A+comprehensive+use+of+concept+mapping+in+design+instruction+and+assessment&amp;id=doi:10.1080/0263514920100104&amp;title=Research+in+Science+%26+Technological+Education&amp;volume=10&amp;issue=1&amp;date=1992&amp;spage=37&amp;issn=0263-5143</a></li>\r\n	<li id=\""cite_note-3\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://www.springerlink.com/content/mp2037k332016908/fulltext.pdf\"" rel=\""nofollow\"" title=\""http://www.springerlink.com/content/mp2037k332016908/fulltext.pdf\"">http://www.springerlink.com/content/mp2037k332016908/fulltext.pdf</a></li>\r\n	<li id=\""cite_note-4\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://journals.lww.com/nurseeducatoronline/Abstract/1998/09000/Concept_Mapping__Navigating_the_Learning_Process.15.aspx\"" rel=\""nofollow\"" title=\""http://journals.lww.com/nurseeducatoronline/Abstract/1998/09000/Concept_Mapping__Navigating_the_Learning_Process.15.aspx\"">http://journals.lww.com/nurseeducatoronline/Abstract/1998/09000/Concept_Mapping__Navigating_the_Learning_Process.15.aspx</a></li>\r\n	<li id=\""cite_note-5\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://www.jstor.org/stable/40013436\"" rel=\""nofollow\"" title=\""http://www.jstor.org/stable/40013436\"">http://www.jstor.org/stable/40013436</a></li>\r\n	<li id=\""cite_note-6\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://www.sciencedirect.com/science?_ob=ArticleURL&amp;_udi=B6V8S-3Y8VJB0-F&amp;_user=4420&amp;_coverDate=11/30/1999&amp;_rdoc=1&amp;_fmt=full&amp;_orig=search&amp;_cdi=5878&amp;_sort=d&amp;_docanchor=&amp;view=c&amp;_rerunOrigin=scholar.google&amp;_acct=C000059607&amp;_version=1&amp;_urlVersion=0&amp;_userid=4420&amp;md5=3b6c372fa99cf036964f2\"" rel=\""nofollow\"" title=\""http://www.sciencedirect.com/science?_ob=ArticleURL&amp;_udi=B6V8S-3Y8VJB0-F&amp;_user=4420&amp;_coverDate=11/30/1999&amp;_rdoc=1&amp;_fmt=full&amp;_orig=search&amp;_cdi=5878&amp;_sort=d&amp;_docanchor=&amp;view=c&amp;_rerunOrigin=scholar.google&amp;_acct=C000059607&amp;_version=1&amp;_urlVersion=0&amp;_userid=4420&amp;md5=3b6c372fa99cf036964f2\"">http://www.sciencedirect.com/science?_ob=ArticleURL&amp;_udi=B6V8S-3Y8VJB0-F&amp;_user=4420&amp;_coverDate=11/30/1999&amp;_rdoc=1&amp;_fmt=full&amp;_orig=search&amp;_cdi=5878&amp;_sort=d&amp;_docanchor=&amp;view=c&amp;_rerunOrigin=scholar.google&amp;_acct=C000059607&amp;_version=1&amp;_urlVersion=0&amp;_userid=4420&amp;md5=3b6c372fa99cf036964f2</a></li>\r\n	<li id=\""cite_note-7\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://je-lks.maieutiche.economia.unitn.it/index.php/Je-LKS_EN/article/view/441/433\"" rel=\""nofollow\"" title=\""http://je-lks.maieutiche.economia.unitn.it/index.php/Je-LKS_EN/article/view/441/433\"">http://je-lks.maieutiche.economia.unitn.it/index.php/Je-LKS_EN/article/view/441/433</a></li>\r\n	<li id=\""cite_note-8\"">\r\n		&nbsp;<a class=\""external free\"" href=\""http://jama.ama-assn.org/content/284/9/1105.full\"" rel=\""nofollow\"" title=\""http://jama.ama-assn.org/content/284/9/1105.full\"">http://jama.ama-assn.org/content/284/9/1105.full</a></li>\r\n</ol>\r\n",,,,,,,,1311841210,1311841210
35,Conjoint Techniques,<p>&nbsp;Conjoint analysis allows researchers to establish how much consumers value individual features of products or services.</p>,,"<p>&nbsp;</p>\r\n<ol class=\""references\"">\r\n	<li id=\""cite_note-ideo-0\"">\r\n		Comber, Miriam. The Methods Lab: Conjoint Techniques.</li>\r\n	<li id=\""cite_note-def-1\"">\r\n		&nbsp;Louviere, Jordan J. &quot;Conjoint Analysis Modelling of Stated Preferences: A Review of Theory, Methods, Recent Developments and External Validity.&quot; Journal of Transport Economics and Policy, Vol. 22, No. 1, Stated Preference Methodsin Transport Research (Jan., 1988), pp. 93-119.</li>\r\n</ol>\r\n",,,,,,,,1311841765,1311841765
36,Content Models,"<p>&nbsp;Content models can be used in a variety of ways depending on the level of abstraction and simplicity. In the most simple and abstract form called content inventories, they consist of \""simple lists inventorying the information and controls to be collected within a given interaction context.\""</p>","<p>&nbsp;Content models are appropriate during the prototype generation phase of the design process, when the design is still in more abstract forms. They serve as an appropriate lead-in to resolving detailed design decisions.</p>\r\n","<p>Constantine, Larry L., and Lucy A.D. Lockwood. &quot;Canonical Abstract Prototypes for Abstract Visual and Interaction Design.&quot; Interactive Systems. Design, Specification, and Verification. Berlin: Springer, 2003.</p>\r\n",,,,,,,,1311842131,1311842131
37,Contextual Inquiry,<p>&nbsp;Contextual Inquiry is the first step in conducting a thorough contextual design analysis.</p>,"<p>Contextual Design refers to a customer-centric approach to design where customer data forms the foundation for what a system does and how it is structured. It means working from customer data to design implications to specific features, a process fueled by the customer&#39;s needs, not technology&#39;s mandates. CD makes explicit the implications of customer data in design. CD &quot;gives the whole organization a single focus for parallel efforts&quot; (Beyer &amp; Holtzblatt 19).</p>\r\n","<p>Beyer, H. &amp; Holtzblatt, K. (1998). Contextual Design: Defining Customer-Centered Systems. San Francisco: Morgan Kaufmann. <a class=\""internal\"" href=\""http://www.roschuni.net/wiki/index.php/Special:BookSources/1558604111\"">ISBN 1-55860-411-1</a></p>\r\n",,,,,,,,1311842400,1311842400
38,Photo-elicitation Interview,"<p>A method where a series of photos are taken, and then discussed with participants. &nbsp;Sometimes good in place of straight interviews, especially when participants are children.</p>","<p style=\""margin-top: 1.2em; margin-right: 0px; margin-bottom: 1em; margin-left: 0.4em; font-family: 'Lucida Calligraphy', cursive; font-size: 1.2em; \""><span style=\""font-size:12px;\""><span style=\""font-family:arial,helvetica,sans-serif;\"">The purpose of this method is to provide a means to understand the perspectives and experiences of people, their beliefs, and how they understand their worlds.&nbsp;&nbsp;In this method, photographs are used as visual inventories of objects, people, and artifacts, and a basis for the interview discussion. &nbsp;This&nbsp;can enhance qualitative methods and help address some pitfalls in conventional interviews.&nbsp;Some benefits of using photos within the interview context are:</span></span></p>\r\n<ul style=\""line-height: 1.5em; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 2em; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; \"">\r\n	<li style=\""font-size: 1em; \"">\r\n		Photographs can ease rapport between researcher and interviewee.</li>\r\n	<li style=\""font-size: 1em; \"">\r\n		Photos can lessen some of the awkwardness of interviews because there is something to focus on.</li>\r\n	<li style=\""font-size: 1em; \"">\r\n		They can also spur meaning that otherwise might have remained dormant in a face-to-face interview.</li>\r\n	<li style=\""font-size: 1em; \"">\r\n		Photographs can generate data that illuminate a subject invisible to&nbsp;the researcher but apparent to the interviewee.</li>\r\n	<li style=\""font-size: 1em; \"">\r\n		Photos depict events that are a part of collective or institutional paths (e.g., photographs of schools or images of events that occurred earlier in the lifetime of the participants).</li>\r\n	<li style=\""font-size: 1em; \"">\r\n		Photos are intimate dimensions of the social.</li>\r\n</ul>\r\n<p>&nbsp;</p>\r\n","<p>Most information in this article came from:&nbsp;Frith and Harcourt, Using Photographs to Capture Women&#39;s Experiences of Chemotherapy: Reflecting on the Method ([[http://qhr.sagepub.com/cgi/content/abstract/17/10/1340 | link]])</p>\r\n<meta charset=\""utf-8\"" />\r\n",,,,,,,,1311842819,1311843204
39,Contextual Design ,"<p>Contextual Design refers to a customer-centric approach to design where customer data forms the foundation for what a system does and how it is structured. It means working from customer data to design implications to specific features, a process fueled by the customer&#39;s needs, not technology&#39;s mandates. CD makes explicit the implications of customer data in design. CD &quot;gives the whole organization a single focus for parallel efforts&quot;</p>\r\n","<p>Contextual Design is a comprehensive apporach to the design process and following the fives steps outlined above, adding itterations as needed, will guide a design team toward a well researched product or system. Contextual Design consists of many steps that contribute to multiple steps along the design process.</p>\r\n","<ol class=\""references\"">\r\n	<li id=\""cite_note-def-0\"">\r\n		Beyer &amp; Holtzblatt. <a class=\""external free\"" href=\""http://portal.acm.org/ft_gateway.cfm?id=291229&amp;type=pdf&amp;CFID=9762404&amp;CFTOKEN=79593428\"" rel=\""nofollow\"" title=\""http://portal.acm.org/ft_gateway.cfm?id=291229&amp;type=pdf&amp;CFID=9762404&amp;CFTOKEN=79593428\"">http://portal.acm.org/ft_gateway.cfm?id=291229&amp;type=pdf&amp;CFID=9762404&amp;CFTOKEN=79593428</a></li>\r\n	<li id=\""cite_note-1\"">\r\n		<a class=\""external free\"" href=\""http://www4.ncsu.edu/%7Eaianton/csc/rep/beyer.pdf\"" rel=\""nofollow\"" title=\""http://www4.ncsu.edu/~aianton/csc/rep/beyer.pdf\"">http://www4.ncsu.edu/~aianton/csc/rep/beyer.pdf</a></li>\r\n</ol>\r\n",,,,,,,,1311843090,1341805513
40,Cultural Inventory,"<p>Purpose: To review all fieldnotes from previous ethnographic research in an effort to perceive the cultural experience holistically, identify any possible gaps in the research that can be easily filled, and to discover methods of organizing the final ethnography paper.</p>",,"<p>Spradley, James P. <i>Participant Observation.</i> Holt, Rinehart and Winston, 1980.</p>\r\n",,,,,,,,1311843432,1311843468
41,Personal Inventory,<p>Document the items and experiences people identify as important to them and look for evidence of their lifestyles.</p>,"<p>This method reveals patterns in people&#39;s activities, perceptions and values.&nbsp;</p>\r\n",,,,,,,,,1311844160,1311844160
42,Cultural Probes,<p>Cultural Probes are used to insight inspirational responses about the daily life and habits of communities in a naturally engaging way.</p>,,"<ol class=\""references\"">\r\n	<li id=\""cite_note-0\"">\r\n		Gaver, Bill, and Elena Pacenti. &quot;Cultural Probes.&quot; Interactions Jan-Feb (1999): 21-29. Print.</li>\r\n	<li id=\""cite_note-1\"">\r\n		Cultural Probes article</li>\r\n</ol>\r\n",,,,,,,,1311844346,1312277990
43,Competitive Product Survey,"<p>&nbsp;\""Collect, compare, and conduct evaluations of the product's competition\""</p>","<p>&nbsp;&quot;This is a useful way to establish functional requirements, performace standards and other benchmarks.&quot;</p>\r\n","<p>&nbsp;&quot;Competitive Product Survey,&quot; IDEO Method Cards. <a class=\""internal\"" href=\""http://www.roschuni.net/wiki/index.php/Special:BookSources/0954413210\"">ISBN 0-9544132-1-0</a></p>\r\n",,,,,,,,1311844913,1311844913
44,QDF-based Value Engineering,<p>QFD helps classify consumers' needs and wants into the appropriate design and delivery functions of one's organization. &nbsp;Using QFD with value engineering gives the customers what they value as important for themselves; it also helps your organization prioritize what characteristics to build into the product.</p>,"<p>QDF-based Value Engineering should be used in the beginning of the design process. The method can be applied to develop a product that consumers like and will purchase.</p>\r\n<div>\r\n	&nbsp;</div>\r\n<div>\r\n	What is QDF?</div>\r\n<ul style=\""font-size: 1em; line-height: 1.5em; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 2em; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; \"">\r\n	<li>\r\n		QFD stands for Quality Function Deployment</li>\r\n	<li>\r\n		it is a market-driven methodology for products and services to meet or exceed customers&#39; needs and expectations</li>\r\n</ul>\r\n<p>What is Value Engineering?</p>\r\n<meta charset=\""utf-8\"" />\r\n<ul style=\""font-size: 1em; line-height: 1.5em; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 2em; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; \"">\r\n	<li>\r\n		&quot;It is a systematic method to improve the value of goods or products and services by using an examination of function.&quot;<font class=\""Apple-style-span\"" size=\""1\"">[1]</font></li>\r\n</ul>\r\n<p style=\""font-size: 1em; line-height: 1.5em; margin-top: 1em; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; \"">Goal:</p>\r\n<ul style=\""line-height: 1.5em; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 2em; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; \"">\r\n	<li>\r\n		&quot;The major goal for performing market research, analyzing the data with QFD, synthesizing results with value engineering and plotting them using value graphs are to incorporate customer voice during early design stages, improve quality, functionality, innovations, responsiveness and upgrade enterprise infrastructure.&quot;<font class=\""Apple-style-span\"" size=\""1\"">[2]</font></li>\r\n	<li style=\""font-size: 1em; \"">\r\n		The goal for a company is to develop a product that consumers like-- and companies do this by figuring out what customers&#39; likes and desires are</li>\r\n</ul>\r\n<meta charset=\""utf-8\"" />\r\n<p style=\""font-size: 1em; line-height: 1.5em; margin-top: 1em; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; \"">Some benefits to QFD-based Value Engineering:</p>\r\n<meta charset=\""utf-8\"" />\r\n<ul style=\""font-size: 1em; line-height: 1.5em; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 2em; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; \"">\r\n	<li>\r\n		Able to pinpoint company profits</li>\r\n	<li>\r\n		Able to pinpoint customer and/or employee level of satisfaction</li>\r\n	<li>\r\n		Product improvement</li>\r\n	<li>\r\n		Able to predict what product offerings consumers are interested in</li>\r\n	<li>\r\n		Introduce product developments in a timely fashion</li>\r\n</ul>\r\n","<ol>\r\n	<li>\r\n		&quot;Value engineering.&quot; Wikipedia: The Free Encyclopedia. 13 April 2010.</li>\r\n	<li>\r\n		Prasad, Biren. Synthesis of market research data through a combined effort of QFD, value engineering, and value graph techniques.</li>\r\n</ol>\r\n<meta charset=\""utf-8\"" />\r\n",,,,,,,,1311845251,1311845428
