27,CARD Technique,"CARD (Collaborative Analysis of Requirement and Design) is used to help the Design Team's members better understand each other's backgrounds and work history, as well as brainstorm innovations to improve the current design process.",,"Muller, Michael. Layered Participatory Analysis: New Developments in the CARD Technique. CHI. Cambridge, MA. 2001.\r\n",,,,,,,,1311557442,1311557442
28,Classic Ethnography,This method can be used to gain a descriptive understanding of potential customers in settings in which the new product will be employed. This method can also be used to observe and analyze consumers interactions with the products.\r\n,,,,,,,,,,1311558396,1312280239
29,Close-Ended Questions,"Questions that are used to clarify facts or verify information; responses can be answered with an easy \""yes\"" or \""no\""",,"\r\n	\r\n		E., Jonathan, C, Sondra, Krystle, Hewitt, Kristabelle, Zareen, Alyssa L., Dvortygirl, wikiHow user(s) Darth_Pipe, OhioMike, GSN, Flickety, GCohen, Anonymous. Ask Open Ended Questions. wikiHow. 10 Feb. 2010. http://www.wikihow.com/index.php?title=Ask-Open-Ended-Questionsaction=credits\r\n	\r\n		Ivis, Frank J., Bondy, Susan J., Adlaf, Edward M. The Effect of Question Structure on Self-Reports of Heavy Drinking: Closed-Ended versus Open-Ended Questions.\r\n\r\n 3. Close-ended question. Wikipedia: The Free Encyclopedia. Wikimedia Foundation. http://en.wikipedia.org/wiki/Closed-ended_question\r\n",,,,,,,,1311839502,1311848963
30,Cognitive Maps,"Cognitive Mapping is a process composed of a series of psychological transformations by which an individual acquires, stores, recalls, and decodes information about the relative locations and attributes of the phenomena in his everyday spatial environment.",,"\r\n	\r\n		Downs, R. M.  Stea, D. (1973c). Cognitive maps and spatial behaviour: process and products. In R.M. Downs  D. Stea, Eds., Image and Environment. Chicago, IL: Aldine, pp. 8-26.\r\n	\r\n		Downing, F. (1992). image banks--dialogues between the past and the future. Environment and Behaviour, 24(4), 441-470.\r\n	\r\n		Kitchin RM (1994). Cognitive Maps: What Are They and Why Study Them?. Journal of Environmental Psychology 14 (1): 119. doi:10.1016/S0272-4944(05)80194-X\r\n\r\n",,,,,,,,1311839857,1311839882
31,Componential Analysis,Purpose: to organize and represent contrasts discovered through ethnographies and [[Taxonomies]],"Componential analysis: the systematic search for the attributes (components of meaning) associated with cultural categories. Whenever an ethnographer discovers contrasts among the members of a domain, these contrasts are best thought of as attributes or components of meaning.\r\n","\r\n	\r\n		Henning, Jeffery. Model Languages. 1 Nov. 1995. Web. 17 Feb. 2010. http://www.langmaker.com/ml0106a.htm.\r\n	\r\n		Spradley, James P. Participant Observation. Holt, Rinehart and Winston, 1980. http://www.jstor.org/pss/2392270\r\n\r\n",,,,,,,,1311840336,1311840775
32,Photo Diaries,"In this method, participants are asked to take photos of prescribed aspects of their lives, which are then analysed to reveal points of view and patterns of behavior.  It's less intrusive, but quite revealing.","\r\n\r\nThe process can be used in the beginning of the design phase to gain insight on how certain objects or other parameters influence a persons daily life. Its good for revealing points of view and patterns of behavior. It also allows a longer field study,\r\n",,,,,,,,,1311840670,1311840894
33,Extreme User Interviews,Extreme User Interviews utilize the perspectives of users at opposite ends of the familiarity spectrum. Users who are either extremely familiar or completely unfamiliar with a product are asked to evaluate their experience of using it. (1),This is most appropriate in the beginning of the design process when trying to evaluate what flaws are apparent in current models of a product.\r\n,(1) Extreme User Interviews. IDEO Flashcards.\r\n,,,,,,,,1311840894,1311840975
34,Concept Mapping,"Definition: Concept mapping is a process that involves the identification of concepts in study materials and their organization from the most to the least general, more specific concepts (Novak, 1981, p. 3). Concept maps (CM) have been used as a tool for assessing meaningful learning (e.g. Novak, 1979), as well as in curriculum planning, instruction and evaluation (e.g Stewart et al., 1979).","CM as a tool for designing  structuring curricula; also for helping students better retain information. Concept mapping can be utilized in multiple ways including: lesson planning, study guides, and tutorial outlines.\r\n",\r\n	\r\n		http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.2955rep=rep1type=pdf\r\n	\r\n		http://www.springerlink.com/content/mp2037k332016908/fulltext.pdf\r\n	\r\n		http://ucelinks.cdlib.org:8888/sfx_local?sid=googleauinit=Haulast=Barenholzatitle=A+comprehensive+use+of+concept+mapping+in+design+instruction+and+assessmentid=doi:10.1080/0263514920100104title=Research+in+Science+%26+Technological+Educationvolume=10issue=1date=1992spage=37issn=0263-5143\r\n	\r\n		http://www.springerlink.com/content/mp2037k332016908/fulltext.pdf\r\n	\r\n		http://journals.lww.com/nurseeducatoronline/Abstract/1998/09000/Concept_Mapping__Navigating_the_Learning_Process.15.aspx\r\n	\r\n		http://www.jstor.org/stable/40013436\r\n	\r\n		http://www.sciencedirect.com/science?_ob=ArticleURL_udi=B6V8S-3Y8VJB0-F_user=4420_coverDate=11/30/1999_rdoc=1_fmt=full_orig=search_cdi=5878_sort=d_docanchor=view=c_rerunOrigin=scholar.google_acct=C000059607_version=1_urlVersion=0_userid=4420md5=3b6c372fa99cf036964f2\r\n	\r\n		http://je-lks.maieutiche.economia.unitn.it/index.php/Je-LKS_EN/article/view/441/433\r\n	\r\n		http://jama.ama-assn.org/content/284/9/1105.full\r\n\r\n,,,,,,,,1311841210,1311841210
35,Conjoint Techniques,Conjoint analysis allows researchers to establish how much consumers value individual features of products or services.,,"\r\n\r\n	\r\n		Comber, Miriam. The Methods Lab: Conjoint Techniques.\r\n	\r\n		Louviere, Jordan J. Conjoint Analysis Modelling of Stated Preferences: A Review of Theory, Methods, Recent Developments and External Validity. Journal of Transport Economics and Policy, Vol. 22, No. 1, Stated Preference Methodsin Transport Research (Jan., 1988), pp. 93-119.\r\n\r\n",,,,,,,,1311841765,1311841765
36,Content Models,"Content models can be used in a variety of ways depending on the level of abstraction and simplicity. In the most simple and abstract form called content inventories, they consist of \""simple lists inventorying the information and controls to be collected within a given interaction context.\""","Content models are appropriate during the prototype generation phase of the design process, when the design is still in more abstract forms. They serve as an appropriate lead-in to resolving detailed design decisions.\r\n","Constantine, Larry L., and Lucy A.D. Lockwood. Canonical Abstract Prototypes for Abstract Visual and Interaction Design. Interactive Systems. Design, Specification, and Verification. Berlin: Springer, 2003.\r\n",,,,,,,,1311842131,1311842131
37,Contextual Inquiry,Contextual Inquiry is the first step in conducting a thorough contextual design analysis.,"Contextual Design refers to a customer-centric approach to design where customer data forms the foundation for what a system does and how it is structured. It means working from customer data to design implications to specific features, a process fueled by the customers needs, not technologys mandates. CD makes explicit the implications of customer data in design. CD gives the whole organization a single focus for parallel efforts (Beyer  Holtzblatt 19).\r\n","Beyer, H.  Holtzblatt, K. (1998). Contextual Design: Defining Customer-Centered Systems. San Francisco: Morgan Kaufmann. ISBN 1-55860-411-1\r\n",,,,,,,,1311842400,1311842400
38,Photo-elicitation Interview,"A method where a series of photos are taken, and then discussed with participants. Sometimes good in place of straight interviews, especially when participants are children.","The purpose of this method is to provide a means to understand the perspectives and experiences of people, their beliefs, and how they understand their worlds.In this method, photographs are used as visual inventories of objects, people, and artifacts, and a basis for the interview discussion. Thiscan enhance qualitative methods and help address some pitfalls in conventional interviews.Some benefits of using photos within the interview context are:\r\n\r\n	\r\n		Photographs can ease rapport between researcher and interviewee.\r\n	\r\n		Photos can lessen some of the awkwardness of interviews because there is something to focus on.\r\n	\r\n		They can also spur meaning that otherwise might have remained dormant in a face-to-face interview.\r\n	\r\n		Photographs can generate data that illuminate a subject invisible tothe researcher but apparent to the interviewee.\r\n	\r\n		Photos depict events that are a part of collective or institutional paths (e.g., photographs of schools or images of events that occurred earlier in the lifetime of the participants).\r\n	\r\n		Photos are intimate dimensions of the social.\r\n\r\n\r\n","Most information in this article came from:Frith and Harcourt, Using Photographs to Capture Womens Experiences of Chemotherapy: Reflecting on the Method ([[http://qhr.sagepub.com/cgi/content/abstract/17/10/1340 | link]])\r\n\r\n",,,,,,,,1311842819,1311843204
39,Contextual Design ,"Contextual Design refers to a customer-centric approach to design where customer data forms the foundation for what a system does and how it is structured. It means working from customer data to design implications to specific features, a process fueled by the customers needs, not technologys mandates. CD makes explicit the implications of customer data in design. CD gives the whole organization a single focus for parallel efforts\r\n","Contextual Design is a comprehensive apporach to the design process and following the fives steps outlined above, adding itterations as needed, will guide a design team toward a well researched product or system. Contextual Design consists of many steps that contribute to multiple steps along the design process.\r\n",\r\n	\r\n		Beyer  Holtzblatt. http://portal.acm.org/ft_gateway.cfm?id=291229type=pdfCFID=9762404CFTOKEN=79593428\r\n	\r\n		http://www4.ncsu.edu/~aianton/csc/rep/beyer.pdf\r\n\r\n,,,,,,,,1311843090,1341805513
40,Cultural Inventory,"Purpose: To review all fieldnotes from previous ethnographic research in an effort to perceive the cultural experience holistically, identify any possible gaps in the research that can be easily filled, and to discover methods of organizing the final ethnography paper.",,"Spradley, James P. Participant Observation. Holt, Rinehart and Winston, 1980.\r\n",,,,,,,,1311843432,1311843468
41,Personal Inventory,Document the items and experiences people identify as important to them and look for evidence of their lifestyles.,"This method reveals patterns in peoples activities, perceptions and values.\r\n",,,,,,,,,1311844160,1311844160
42,Cultural Probes,Cultural Probes are used to insight inspirational responses about the daily life and habits of communities in a naturally engaging way.,,"\r\n	\r\n		Gaver, Bill, and Elena Pacenti. Cultural Probes. Interactions Jan-Feb (1999): 21-29. Print.\r\n	\r\n		Cultural Probes article\r\n\r\n",,,,,,,,1311844346,1312277990
43,Competitive Product Survey,"\""Collect, compare, and conduct evaluations of the product's competition\""","This is a useful way to establish functional requirements, performace standards and other benchmarks.\r\n","Competitive Product Survey, IDEO Method Cards. ISBN 0-9544132-1-0\r\n",,,,,,,,1311844913,1311844913
44,QDF-based Value Engineering,QFD helps classify consumers' needs and wants into the appropriate design and delivery functions of one's organization. Using QFD with value engineering gives the customers what they value as important for themselves; it also helps your organization prioritize what characteristics to build into the product.,"QDF-based Value Engineering should be used in the beginning of the design process. The method can be applied to develop a product that consumers like and will purchase.\r\n\r\n	\r\n\r\n	What is QDF?\r\n\r\n	\r\n		QFD stands for Quality Function Deployment\r\n	\r\n		it is a market-driven methodology for products and services to meet or exceed customers needs and expectations\r\n\r\nWhat is Value Engineering?\r\n\r\n\r\n	\r\n		It is a systematic method to improve the value of goods or products and services by using an examination of function.[1]\r\n\r\nGoal:\r\n\r\n	\r\n		The major goal for performing market research, analyzing the data with QFD, synthesizing results with value engineering and plotting them using value graphs are to incorporate customer voice during early design stages, improve quality, functionality, innovations, responsiveness and upgrade enterprise infrastructure.[2]\r\n	\r\n		The goal for a company is to develop a product that consumers like-- and companies do this by figuring out what customers likes and desires are\r\n\r\n\r\nSome benefits to QFD-based Value Engineering:\r\n\r\n\r\n	\r\n		Able to pinpoint company profits\r\n	\r\n		Able to pinpoint customer and/or employee level of satisfaction\r\n	\r\n		Product improvement\r\n	\r\n		Able to predict what product offerings consumers are interested in\r\n	\r\n		Introduce product developments in a timely fashion\r\n\r\n","\r\n	\r\n		Value engineering. Wikipedia: The Free Encyclopedia. 13 April 2010.\r\n	\r\n		Prasad, Biren. Synthesis of market research data through a combined effort of QFD, value engineering, and value graph techniques.\r\n\r\n\r\n",,,,,,,,1311845251,1311845428
45,Collaborative Authoring in Wikis,It is a tool used by many to author a document together Includes working together to achieve collective results that the participants would be incapable of accomplishing working online.\r\n,,"\r\n	\r\n		Chi, Changyan, Zhou, Michelle X., Yang, Min, Xiao, Wenpeng, Yu, Yiqin, Sun, Xiaohua. Dandelion: Supporting Coordinated, Collaborative Authoring in Wikis. 2010.\r\n	\r\n		Wikipedia, 2006a. http://en.wikipedia.org/wiki/Collaboration\r\n	\r\n		Collaborative Authoring on the Web: A Genre Analysis of Online Encyclopedias. Emigh, William. Herring, Susan C. HICSS 05 Proceedings of the Proceedings of the 38th Annual Hawaii International Conference on System Sciences. 2004.\r\n	\r\n		Cunningham  Leuf, 2001; Guzdial, Rick,  Kehoe, 2001\r\n	\r\n		Cultural Differences in Collaborative Authoring of Wikipedia. Pfeil, Ulrike. Panayioitis, Zaphiris. Ang, Chee Siang. Journal of Computer-Mediated Communication. 2006.\r\n\r\n",,,,,,,,1311845283,1312280284
46,Design Documentaries,This design was created to catch everyday life. It is believed that film captures human expressivity and emotion in ways that other purely observational studies cannot. It is also appropriate when all the researchers arent able to be in the field.,,"\r\n	\r\n		Design Documentaries Blog\r\n\r\nhttp://bas.blogs.com/design_documentaries/design_documentaries.html\r\n\r\n	\r\n		Design Documentaries: Participatory Research and Design -\r\n\r\nwww.stby.eu/wp/wp-content/.../raijmakers_stby_isdn3_0304081.pdf\r\n\r\n\r\n	\r\n		Design Documentaries: Inspiring Design Research Through Documentary Film - Raijmakers, Bas; Gaver, William; Bishay, Jon.\r\n\r\nhttp://portal.acm.org/ft_gateway.cfm?id=1142441type=pdf\r\n",,,,,,,,1311846082,1311846082
47,Quantifying Focus Group Data,"Process focus group data by pulling out quantitative information such as a word count, cluster analysis, or perceptual space analysis.","It is appropriate to use this quantitative analytic method after one has the data from focus groups. It represents a different way to analyze the findings from focus groups, which are normally qualitative. It is doubtful that quantitative techniques will replace established qualitative approaches, but they can supplement and improve insight gained from qualitative analysis.\r\n\r\n\r\n	\r\n\r\n	Benefits of this method:\r\n\r\n	\r\n\r\n\r\n	\r\n		\r\n			Presents a different way to analyze qualitative research\r\n		\r\n			Can augment qualitative analysis or add a different perspective to it\r\n	\r\n\r\n",,,,,,,,,1311846166,1311846256
48,Focus Groups,A focus group is a forum of selected people controlled by an impartial moderator to give feedback to design ideas. (1),"There are several Key Characteristics of a Successful Focus Group: (2)Carefully select and prepare participantsPrepare well for the meetingCreate a democratic, supportive and informal atmosphereSkillfully moderate the discussionPay attention to the individual needs of different consumers6-8 participants is an optimal numberHowever, sometimes larger numbers of participants representing differing viewpoints can raise important issuesMay be desirable to include \""critical users\"" representing the extremes of the user group to ensure inclusive designFurther, focus groups can satisfy more than one need you might experience during your design process. Specifically, focus groups can be used during the following design phases: [[Understand]], [[Observe]], [[Realize]]Thus, there are 2 possible times to conduct focus groups:In the beginning during strategic research  when researching what the target market wants, focus groups are usually done after quantitative studies such as surveys, in order to explore statistics in greater depth.At the end after the creative executions are done, finding out how the target market perceives the finished product so that adjustments can be made before the product is released to the public.In addition, this method is often used as a complementary tool to interviews and observation.","Langford, Joe and Deana McDonagh. Focus Groups. New York: Taylor and Francis, 2003. Print.Hypponen, Hannele. The Methods Lab: Focus GroupsZikmund, W.G. (1997), Exploring Marketing Research, 6th ed., The Dryden Press, Fort Worth, TX.http://www.nytimes.com/1998/08/02/nyregion/the-view-from-peekskill-tending-the-flame-of-a-motivator.html?n=Top%2FNews%2FScience%2FTopics%2FResearchMorgan, David L. Focus Groups. Annual Review of Sociology, Vol.22, 1996. Web.Barbour, Rosaline S. Using Focus Groups in General Practice. Family Practice 1995. Print.",,,,,,,,1311846293,1311926353
49,Design-in-Context,Ideally use this method in the beginning of the design phase. Can be used in contexts of defined boundaries - such as a in factory.,,,,,,,,,,1311846582,1312278141
50,Fly On The Wall,"\r\n\r\nObserve an environment without interacting or relating to the individual activities present. Record all people, interactions, and behavior. (1)-\""It is useful to see what people actually do within real contexts and time frames, rather than accept what they say they did after the fact.\"" (1)\r\n\r\n",,1.Fly on the Wall IDEO Method Cards.ISBN 0-9544132-1-0\r\n\r\n,,,,,,,,1311846867,1311846910
51,Questionnaires,A questionnaire is a written series of questions and prompts for gathering information from respondents. ,,,,,,,,,,1311847157,1311847290
52,Diary Studies,"Purpose: To capture data that is difficult to retrieve; e.g. participants' actions and behaviors, their thoughts, feelings and reflections.",,"\r\n	\r\n		Hyldegard, Jette. Using Diaries in Group Based Information Behavior Research- a Methodological Study. Information Interaction in Context (2006): 153-61. ACM Digital Library. Web. http://portal.acm.org/citation.cfm?id=1164851.\r\n	\r\n		Sohn, Timothy, Li, Kevin A., Griswold, William G., Hollan, James D. A Diary Study of Mobile Information Needs. 2008.\r\n	\r\n		Carter, Scott, Mankoff, Jennifer. When Participants Do the Capturing: The Role of Media in Diary Studies. 2005.\r\n\r\n",,,,,,,,1311847324,1311847324
53,Direct Shell Production Casting,Purpose: Direct Shell Production Casting (DSPC) is a rapid prototyping method that fabricates ceramic shells to cast metal parts.,,\r\n	\r\n		DSPC (Direct Shell Production Casting) - Rapid Prototyping - Rapid Tooling - Rapid Manufacturing - Engineers Handbook. Mechanical Engineering Design Guide - Engineers Handbook. Web. 09 Nov. 2010. http://www.engineershandbook.com/RapidPrototyping/dspcrt.htm.\r\n	\r\n		Design Prototyping Technologies:: Direct Shell Production Casting. Rapid Prototyping and Stereolithography Services. Web. 09 Nov. 2010. http://www.dpt-fast.com/knowledge/direct_shell_production_casting.asp.\r\n\r\n,,,,,,,,1311847781,1311847781
54,Flow Analysis,\r\n\r\n,Represent the flow of information of activity through all phases of a system or process. (1)\r\n\r\nThis is useful for identifying bottle necks and opportunities for functional alternatives (1)\r\n,"1.Flow Analysis, IDEO Method Cards.ISBN 0-9544132-1-0\r\n\r\n",,,,,,,,1311847921,1311847921
55,Quick and Dirty Ethnography,"Short focused studies to quickly gain a general picture of a setting, as it is not always possible to conduct long in-depth studies.","The process can be used throughout the design phase to gather insight and observations; used under time and resource constraints; observers admit that they cant gather complete, detailed understanding of the setting but can provide important broad understanding [1].\r\nBenefits:\r\n\r\n	\r\n		In a short period of time, the research is able to gather a broad understanding of the system relative to [[Classic Ethnography]]\r\n	\r\n		Able to use results as an indicator for further investigation\r\n\r\n",,,,,,,,,1311848343,1311848746
56,Direct Observation,Observe how a subject interacts with a chosen object or within a specific setting in real time.,,"Stanton, Neville. The Methods Lab: Direct Observation.\r\n",,,,,,,,1311848525,1312277000
57,Dramaturgy,Dramaturgy consists of combining user-centered design and drama methods to study a specific user group with the purpose of allowing designers to effectively empathize and understand the users needs and concerns.,"Data from [[Focus Groups]] and [[Photo Diaries]] are used to compile timelines and personas of the users, which are then incorporated into a script for the dramaturgical research.\r\n","Kantola, Vesa; Sauli Tiita Katri Mehto, and Tomi Kankainen. Using Dramaturgical Methods to Gain More Dynamic User Understanding in User-Centered Design. Helsinki University of Technology and University of Helisinki. Washington, DC, USA. 2007. p173-180.\r\n",,,,,,,,1311848938,1312278040
58,Empathic Design,Purpose: To help companies identify and meet customer needs to guide the development of new products and services.,,"Leonard, D., Rayport, F., J., Spark Innovation Through Empathic Design. Harvard Business Review, November December 1997 Pp., 103-113.\r\n",,,,,,,,1312273405,1312273711
59,Empathy Probes,"Empathy Probes should be used to record and learn about potential user's private lives, their surrounding world, and experiences. This method is especially used to understand the user's emotional side including their feelings, persona, and manner of relating.",,"\r\n	\r\n		Mattelmaki, Tuuli, and Katja Battarbee. Empathy Probes. Malmo (2002). Print\r\n\r\n",,,,,,,,1312273991,1312274053
60,Ethnofuturism,Ethnofuturism is most ideal to use when testing the usability of the product and when nearing the prototyping phase.,,"Evans, M. and S. Gill. Rapid Development of Information Appliances: Future Approaches for Designers. International Design Conference. Dubrovnik, Croatia. 2006. p 1-8.\r\n",,,,,,,,1312274354,1312274380
61,Evolutionary Prototyping,The evolutionary prototype is a very robust design that is constantly evolving and being modified to become the final design.,,,,,,,,,,1312274572,1312274599
62,Experience Prototyping,Essential to the middle stages of the designing process (i.e. before the final artifacts exist).,"Experience Prototype:any representation, in any medium, that is designed to enhance the understanding, exploration or communication of what it might be like to engage with the product, space, or system a company is designing.\r\n","Buchenau, M., Suri, J., Experience Prototyping\r\n",,,,,,,,1312274878,1312274878
63,Exploratory Prototyping,"A throw-away prototype used to clarify project goals, to identify requirements, to examine alternative designs, or to investigate a large and complex system.",,,,,,,,,,1312275139,1312275166
64,"Explore, Represent, Share","Can be used to design your own user research method. It can be used at the beginning or middle of the design process as a means to expanding ideas, and widening and informing ones' options.","Purpose:\r\n\r\n	\r\n		A process that uses written prompts and a structured process to encourage participants to explore ideas, represent them in words, drawings, and objects and share their meaning, thereby increasing awareness and releasing creativity[1]\r\n	\r\n		To design your own user research method\r\n\r\nCan be used to design your own user research method. It can be used at the beginning or middle of the design process as a means to expanding ideas, and widening and informing ones options.\r\n","\r\n	\r\n		OBrien, Denis. The Methods Lab: Explore, Represent, Share.\r\n	\r\n		Koberg, Don, Bagnall, Jim. The Universal Traveler: a Soft-Systems guide to creativity, problem-solving, and the process of reaching goals.\r\n\r\n",,,,,,,,1312275397,1312275476
65,Rapid Ethnography,A collection of field methods intended to provide a reasonable understanding of users and their activities given significant time pressures and limited time in the field.,"This method is a strategy for conducting field research in a shortened time frame, and encompasses the entire research (data collection and analysis) phase of the design process. Not appropriate for problems that are very open ended.","[1] Millen, David (2000) Rapid ethnography: a time deepening strategy for HCI field research, SIGCHI Designing Interactive Systems, New York",,,,,,,,1312277519,1312283704
66,Fused Deposition Models,Fused Deposition Modeling is a manufacturing technology used to create models and prototypes directly from CAD files.,"Purpose:\r\nA rapid prototyping process used to produce functional ABS thermoplastic models directly from CAD data. (1)\r\nProcess:\r\nThe build material, a production quality thermoplastic, is melted and then extruded through a specially designed head onto a platform to create a two-dimensional cross section of the model. The cross section quickly solidifies, and the platform descends where the next layer is extruded upon the previous layer. This continues until the model is complete, where it is then removed from the build chamber and cleaned for shipping. (2)\r\n\r\n\r\nThis should be used when the designer needs the part to be made of production-grade thermoplastics, such as ABS, ABSi, polyphenylsulfone (PPSF), polycarbonate (PC) and Ultem 9085, including PC-ABS. (3)\r\n","\r\n	\r\n		What Is Fused Deposition Modeling - FDM? Metals - All About Metals Businesses, Properties, Markets and Careers. Web. 09 Nov. 2010. http://metals.about.com/library/weekly/aa-rp-fdm.htm.\r\n	\r\n		Fused Deposition Modeling (FDM) | Rapid Prototyping | Quickparts.com. Rapid Prototyping and Injection Molding Services | Quickparts.com. Web. 09 Nov. 2010. http://www.quickparts.com/LowVolumePrototypes/FDM.aspx.\r\n	\r\n		Fused Deposition Modeling. Wikipedia, the Free Encyclopedia. Web. 09 Nov. 2010. http://en.wikipedia.org/wiki/Fused_deposition_modeling.\r\n	\r\n		Fused Deposition Modeling (FDM). Phoenix Analysis  Design Technologies. Web. 09 Nov. 2010. http://www.padtinc.com/rm/fdm/default.htm.\r\n\r\n",,,,,,,,1312278681,1312279028
67,Google Search,"Google Search can be an easy way to find inspiration, opinions, and other tools that can help you simplify, expand, and help you with your design method!","Use in the beginning, middle and throughout the research process. The web is one of the easiest, fastest, and most wide ranging ways to access information. Dont forget about this amazing tool just because its so easy!\r\n","Ian Leighton, design and mechanical engineering student at UC Berkeley. Interview 3/30/10\r\n\r\n	\r\n",,,,,,,,1312279582,1312279632
